City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,Aitape,-3.1374,142.3475,297.85,90,92,2.55,PG,1691439425
315,Alice Springs,-23.7,133.8833,276.9,87,4,2.06,AU,1691439425
316,Mossamedes,-15.1961,12.1522,290.82,91,37,0.43,AO,1691439426
317,City of San Pedro,14.35,121.0167,301.72,91,75,6.17,PH,1691439426
318,Maloye Ganyushkino,46.6,49.2667,303.65,38,0,1.44,KZ,1691439426
319,Mana,5.6592,-53.7767,301.92,72,32,4.68,GF,1691439426
320,Noginsk,55.8665,38.4438,297.02,65,0,5.06,RU,1691439426
321,Grafton,42.207,-71.6856,295.08,86,100,0.89,US,1691439427
322,Graaff-Reinet,-32.2522,24.5308,290.09,32,0,2.44,ZA,1691439427
323,San Patricio,28.017,-97.5169,312.69,37,0,8.26,US,1691439427
324,Usogorsk,63.4106,48.6872,285.76,90,0,2.45,RU,1691439427
325,Severo-Yeniseyskiy,60.3725,93.0408,283.91,88,100,1.44,RU,1691439427
326,Mörön,49.6342,100.1625,287.68,80,94,1.02,MN,1691439427
327,Puerto Aisén,-45.4,-72.7,283.17,57,0,0.0,CL,1691439427
328,Akureyri,65.6835,-18.0878,289.11,44,40,2.57,IS,1691439427
329,Aswān,24.0934,32.907,308.76,20,0,2.06,EG,1691439428
330,Puerto Deseado,-47.7503,-65.8938,279.68,66,93,7.99,AR,1691439428
331,Karukh,34.4811,62.5863,295.41,31,0,5.0,AF,1691439428
332,Smithers,54.7804,-127.1743,298.33,44,75,2.06,CA,1691439428
333,Chamdo,31.1667,97.2333,278.56,83,16,1.44,CN,1691439428
334,Holualoa,19.6228,-155.9522,302.52,62,20,4.12,US,1691439428
335,Kourou,5.1552,-52.6478,303.18,74,20,4.2,GF,1691439429
336,Khanty-Mansiysk,61.0042,69.0019,289.21,77,0,0.0,RU,1691439180
337,Kyshtovka,56.555,76.6271,288.91,80,70,2.58,RU,1691439429
338,Prince Rupert,54.3161,-130.3201,289.2,96,100,8.75,CA,1691439429
339,East London,-33.0153,27.9116,291.41,83,42,6.88,ZA,1691439412
340,Mount Isa,-20.7333,139.5,281.02,81,100,1.54,AU,1691439429
341,Tangalle,6.024,80.7911,299.25,85,100,5.45,LK,1691439429
342,Priladozhskiy,59.85,31.4833,299.0,99,0,7.13,RU,1691439429
343,Polyarny,69.1989,33.4478,287.74,71,79,4.45,RU,1691439430
344,Īstgāh-e Rāh Āhan-e Garmsār,35.2346,52.3094,303.59,29,52,4.64,IR,1691439430
345,Balabac,7.9868,117.0645,300.96,78,0,4.4,PH,1691439430
346,Saint-Joseph,-21.3667,55.6167,293.36,79,82,7.17,RE,1691439430
347,Sabang,5.8933,95.3214,300.27,80,100,9.82,ID,1691439430
348,Dryden,49.7833,-92.7503,296.31,49,20,2.57,CA,1691439430
349,Manado,1.487,124.8455,297.58,88,20,2.06,ID,1691439430
